name,symbol,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm)
Saibu Gas Holdings Co.Ltd. ,9536.TSE,Japan,Gas Utilities,491,1886,37
Totech Corporation ,9960.TSE,Japan,Trading Companies and Distributors,491,904,14
Ki-Star Real Estate Co.Ltd ,3465.TSE,Japan,Homebuilding,491,1749,16
Valqua Ltd. ,7995.TSE,Japan,Commodity Chemicals,491,439,18
HDC Hyundai Development Company ,294870.KO,South Korea,Construction and Engineering,490,2780,65
Nippon Seiki Co. Ltd. ,7287.TSE,Japan,Automotive Parts and Equipment,488,2033,60
BH Co. Ltd. ,090460.KO,South Korea,Electronic Components,487,1211,32
Osaka Steel Co. Ltd. ,5449.TSE,Japan,Steel,487,830,39
Shinnihon Corporation ,1879.TSE,Japan,Construction and Engineering,487,810,59
Global PMX Co. Ltd. ,4551.TW,Taiwan,Automotive Parts and Equipment,487,267,115
Bando Chemical Industries Ltd. ,5195.TSE,Japan,Industrial Machinery and Supplies and Components,487,723,44
RS Technologies Co. Ltd. ,3445.TSE,Japan,Semiconductors,485,358,26
Co-Tech Development Corporation ,8358.TWO,Taiwan,Electronic Components,485,206,253
Chin-Poon Industrial Co. Ltd. ,2355.TW,Taiwan,Electronic Components,485,542,398
DongKook Pharmaceutical Co. Ltd. ,086450.KQ,South Korea,Pharmaceuticals,483,526,44
Chofu Seisakusho Co. Ltd. ,5946.TSE,Japan,Household Appliances,483,344,34
SIIX Corporation ,7613.TSE,Japan,Electronic Manufacturing Services,482,2090,47
KCC GLASS Corporation ,344820.KO,South Korea,Building Products,482,1233,16
ARGO GRAPHICS Inc. ,7595.TSE,Japan,IT Consulting and Other Services,482,372,21
CUC Inc. ,9158.TSE,Japan,Health Care Services,479,226,30
Taiwan Shin Kong Security Co. Ltd. ,9925.TW,Taiwan,Security and Alarm Services,479,249,384
Sinon Corporation ,1712.TW,Taiwan,Fertilizers and Agricultural Chemicals,477,660,421
Asahi Yukizai Corporation ,4216.TSE,Japan,Commodity Chemicals,477,563,19
Lungyen Life Service Corporation ,5530.TWO,Taiwan,Specialized Consumer Services,477,124,420
Furuya Metal Co. Ltd. ,7826.TSE,Japan,Semiconductors,477,333,7
Sambu Engineering & Construction Co. Ltd ,001470.KO,South Korea,Construction and Engineering,476,454,204
Press Kogyo Co. Ltd. ,7246.TSE,Japan,Automotive Parts and Equipment,476,1340,100
Nishimoto Co. Ltd. ,9260.TSE,Japan,Food Distributors,476,2011,14
Bank of Kaohsiung Co. Ltd. ,2836.TW,Taiwan,Regional Banks,475,123,1274
TSEC Corporation ,6443.TW,Taiwan,Semiconductors,474,310,539
Nippon Yakin Kogyo Co. Ltd. ,5480.TSE,Japan,Steel,474,1390,15
Fujimori Kogyo Co. Ltd. ,7917.TSE,Japan,Commodity Chemicals,473,885,19
China General Plastics Corporation ,1305.TW,Taiwan,Commodity Chemicals,472,469,610
Daiho Corporation ,1822.TSE,Japan,Construction and Engineering,472,1082,18
Wakita & Co.LTD. ,8125.TSE,Japan,Trading Companies and Distributors,472,576,50
NEXTIN Inc. ,348210.KQ,South Korea,Semiconductor Materials and Equipment,471,89,10
K&O Energy Group Inc. ,1663.TSE,Japan,Gas Utilities,471,744,27
Weathernews Inc. ,4825.TSE,Japan,Research and Consulting Services,471,151,11
Farglory Free Trade Zone Investment Holding Co. Ltd. ,5607.TW,Taiwan,Air Freight and Logistics,471,95,301
Yokorei Co.Ltd. ,2874.TSE,Japan,Food Distributors,471,897,59
LITALICO Inc. ,7366.TSE,Japan,Education Services,471,177,36
Morita Holdings Corporation ,6455.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,470,578,44
F&F Holdings Co. Ltd. ,007700.KO,South Korea,Apparel Accessories and Luxury Goods,470,1452,39
Yurtec Corporation ,1934.TSE,Japan,Construction and Engineering,470,1604,72
Star Micronics Co. Ltd. ,7718.TSE,Japan,Industrial Machinery and Supplies and Components,470,630,37
Topkey Corporation ,4536.TW,Taiwan,Leisure Products,470,365,91
Grand Pacific Petrochemical Corporation ,1312.TW,Taiwan,Commodity Chemicals,469,521,907
Itoki Corporation ,7972.TSE,Japan,Office Services and Supplies,469,884,45
Shibuya Corporation ,6340.TSE,Japan,Industrial Machinery and Supplies and Components,468,677,28
Shin Zu Shing Co. Ltd. ,3376.TW,Taiwan,Industrial Machinery and Supplies and Components,468,322,188
Chugoku Marine Paints Ltd. ,4617.TSE,Japan,Specialty Chemicals,468,724,50
CHO Pharma Inc. ,6586.TWO,Taiwan,Pharmaceuticals,467,0,184
Green Cross Holdings Corporation ,005250.KO,South Korea,Biotechnology,467,1545,45
HSD Engine Co. Ltd. ,082740.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,467,599,72
Aekyungchemical Co. Ltd. ,161000.KO,South Korea,Commodity Chemicals,466,1457,48
MEC Company Ltd. ,4971.TSE,Japan,Specialty Chemicals,466,100,19
Futaba Industrial Co. Ltd. ,7241.TSE,Japan,Automotive Parts and Equipment,466,5251,89
Ever Supreme Bio Technology Co. Ltd ,6712.TWO,Taiwan,Biotechnology,466,20,75
Qol Holdings Co. Ltd. ,3034.TSE,Japan,Drug Retail,465,1196,37
Farglory Life Insurance Co. Ltd. ,5859.TWO,Taiwan,Life and Health Insurance,465,1840,1255
Dong-A Socio Holdings Co. Ltd. ,000640.KO,South Korea,Pharmaceuticals,465,813,6
One REIT Inc. ,3290.TSE,Japan,Office REITs,464,67,0
Jin Air Co. Ltd. ,272450.KO,South Korea,Passenger Airlines,464,768,52
Chlitina Holding Limited ,4137.TW,Taiwan,Personal Care Products,464,140,80
Kyung Dong Navien Co. Ltd. ,009450.KO,South Korea,Building Products,464,885,15
Tachibana Eletech Co. Ltd. ,8159.TSE,Japan,Technology Distributors,464,1605,24
INNOX Advanced Materials Co.Ltd. ,272290.KQ,South Korea,Semiconductor Materials and Equipment,462,317,20
Onward Holdings Co. Ltd. ,8016.TSE,Japan,Apparel Accessories and Luxury Goods,462,1299,136
Central Automotive Products Ltd. ,8117.TSE,Japan,Distributors,460,260,18
NIPPON PARKING DEVELOPMENT Co.Ltd. ,2353.TSE,Japan,Environmental and Facilities Services,458,224,317
Sato Holdings Corporation ,6287.TSE,Japan,Office Services and Supplies,458,990,32
Nagaileben Co. Ltd. ,7447.TSE,Japan,Health Care Supplies,458,124,32
Daiwa Industries Ltd. ,6459.TSE,Japan,Industrial Machinery and Supplies and Components,458,315,49
WELLNEO SUGAR Co. Ltd. ,2117.TSE,Japan,Packaged Foods and Meats,457,472,33
Takara Leben Real Estate Investment Corporation ,3492.TSE,Japan,Diversified REITs,457,53,1
Kisoji Co. Ltd. ,8160.TSE,Japan,Restaurants,457,329,28
Chikaranomoto Holdings Co.Ltd. ,3561.TSE,Japan,Restaurants,457,191,30
Nikkiso Co. Ltd. ,6376.TSE,Japan,Industrial Machinery and Supplies and Components,456,1223,66
Hu Lane Associate Inc. ,6279.TWO,Taiwan,Automotive Parts and Equipment,455,224,100
TOKAI Corp. ,9729.TSE,Japan,Health Care Distributors,454,914,35
Fullcast Holdings Co. Ltd. ,4848.TSE,Japan,Human Resource and Employment Services,454,463,36
Nissei ASB Machine Co. Ltd. ,6284.TSE,Japan,Industrial Machinery and Supplies and Components,454,217,15
Macbee Planet Inc. ,7095.TSE,Japan,Advertising,454,171,4
Japan Pulp and Paper Company Limited ,8032.TSE,Japan,Trading Companies and Distributors,454,3842,14
Kyokuto Kaihatsu Kogyo Co.Ltd. ,7226.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,454,800,38
MIRAE ASSET Life Insurance Co. Ltd. ,085620.KO,South Korea,Life and Health Insurance,454,1260,131
Bunka Shutter Co. Ltd. ,5930.TSE,Japan,Building Products,454,1422,61
Nihon Housing Co.Ltd. ,4781.TSE,Japan,Diversified Real Estate Activities,452,986,64
Uchida Yoko Co. Ltd. ,8057.TSE,Japan,IT Consulting and Other Services,452,1757,10
Inageya Co. Ltd. ,8182.TSE,Japan,Food Retail,452,1741,46
Gemtek Technology Co. Ltd. ,4906.TW,Taiwan,Communications Equipment,451,973,398
Grand Process Technology Corporation ,3131.TWO,Taiwan,Semiconductor Materials and Equipment,451,115,29
Asia Polymer Corporation ,1308.TW,Taiwan,Commodity Chemicals,451,274,594
J Trust Co. Ltd. ,8508.TSE,Japan,Consumer Finance,450,710,137
Shihlin Paper Corporation ,1903.TW,Taiwan,Paper Products,449,5,260
Ryoyo Electro Corporation ,8068.TSE,Japan,Technology Distributors,449,944,20
Synmosa Biopharma Corporation ,4114.TWO,Taiwan,Pharmaceuticals,449,158,381
Union Tool Co. ,6278.TSE,Japan,Industrial Machinery and Supplies and Components,448,180,17
Advanced Ceramic X Corporation ,3152.TWO,Taiwan,Communications Equipment,448,44,69
Keihanshin Building Co. Ltd. ,8818.TSE,Japan,Real Estate Operating Companies,447,133,49
Adimmune Corporation ,4142.TW,Taiwan,Biotechnology,446,62,422
KFC Holdings Japan Ltd. ,9873.TSE,Japan,Restaurants,446,712,22
CHC Resources Corporation ,9930.TW,Taiwan,Construction Materials,446,381,249
Test Research Inc. ,3030.TW,Taiwan,Electronic Equipment and Instruments,446,162,236
COWELL FASHION Co.Ltd ,033290.KQ,South Korea,Apparel Accessories and Luxury Goods,445,903,84
KOA Corporation ,6999.TSE,Japan,Electronic Components,445,508,37
Soulbrain Holdings Co. Ltd. ,036830.KQ,South Korea,Specialty Chemicals,445,488,21
TSI Holdings Co.Ltd. ,3608.TSE,Japan,Apparel Accessories and Luxury Goods,444,1114,82
Sumitomo Mitsui Construction Co.Ltd. ,1821.TSE,Japan,Construction and Engineering,443,3239,157
Dongwon F&B Co. Ltd. ,049770.KO,South Korea,Packaged Foods and Meats,442,3223,19
Belluna Co. Ltd. ,9997.TSE,Japan,Broadline Retail,442,1458,97
MITSUI E&S Co. Ltd. ,7003.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,441,1890,111
Avex Inc. ,7860.TSE,Japan,Movies and Entertainment,441,865,45
Skymark Airlines Inc. ,9204.TSE,Japan,Passenger Airlines,440,599,60
VIA Labs Inc. ,6756.TW,Taiwan,Technology Hardware Storage and Peripherals,439,66,69
MARUKA FURUSATO Corporation ,7128.TSE,Japan,Trading Companies and Distributors,439,1180,24
Sakata INX Corporation ,4633.TSE,Japan,Specialty Chemicals,439,1537,50
Seoul Semiconductor Co. Ltd. ,046890.KQ,South Korea,Semiconductors,438,765,56
MegaStudyEdu Co. Ltd ,215200.KQ,South Korea,Education Services,438,674,12
Fujiya Co. Ltd. ,2211.TSE,Japan,Packaged Foods and Meats,438,713,26
Strike CompanyLimited ,6196.TSE,Japan,Investment Banking and Brokerage,438,88,19
Pasona Group Inc. ,2168.TSE,Japan,Human Resource and Employment Services,437,2667,40
CURVES HOLDINGS Co. Ltd. ,7085.TSE,Japan,Leisure Facilities,436,209,92
Dai-Dan Co. Ltd. ,1980.TSE,Japan,Construction and Engineering,436,1323,43
GFC. LTD. ,4506.TWO,Taiwan,Industrial Machinery and Supplies and Components,435,165,177
Holtek Semiconductor Inc. ,6202.TW,Taiwan,Semiconductors,435,125,226
Seojin System Co.Ltd ,178320.KQ,South Korea,Communications Equipment,435,631,38
JNTC Co. Ltd. ,204270.KQ,South Korea,Electronic Components,435,144,57
IEI Integration Corp. ,3022.TW,Taiwan,Technology Hardware Storage and Peripherals,434,283,177
Digital Arts Inc. ,2326.TSE,Japan,Systems Software,434,73,14
SIGMAXYZ Holdings Inc. ,6088.TSE,Japan,Research and Consulting Services,432,128,42
Sincere Navigation Corporation ,2605.TW,Taiwan,Marine Transportation,432,146,585
Furukawa Co.Ltd. ,5715.TSE,Japan,Industrial Machinery and Supplies and Components,432,1446,37
GI Innovation Inc. ,358570.KQ,South Korea,Biotechnology,431,3,22
Taiwan Mask Corporation ,2338.TW,Taiwan,Semiconductor Materials and Equipment,430,238,206
SWCC Corporation ,5805.TSE,Japan,Electrical Components and Equipment,430,1435,30
AEON Fantasy Co.LTD. ,4343.TSE,Japan,Leisure Facilities,430,539,20
Xxentria Technology Materials Co. Ltd. ,8942.TWO,Taiwan,Building Products,429,183,182
Ildong Pharmaceutical Co. Ltd. ,249420.KO,South Korea,Pharmaceuticals,429,468,28
CTI Engineering Co. Ltd. ,9621.TSE,Japan,Construction and Engineering,428,617,14
C&C International Co. Ltd. ,352480.KQ,South Korea,Personal Care Products,426,135,10
Hokuetsu Industries Co. Ltd. ,6364.TSE,Japan,Industrial Machinery and Supplies and Components,426,348,30
SNT Motiv Co. Ltd. ,064960.KO,South Korea,Automotive Parts and Equipment,426,900,13
Fujio Food Group Inc. ,2752.TSE,Japan,Restaurants,426,199,45
Nippon Ceramic Co. Ltd. ,6929.TSE,Japan,Electronic Components,426,167,24
GOLFZON Co. Ltd. ,215000.KQ,South Korea,Leisure Products,425,506,6
TPK Holding Co. Ltd. ,3673.TW,Taiwan,Electronic Components,425,2673,407
TYC Brother Industrial Co. Ltd. ,1522.TW,Taiwan,Automotive Parts and Equipment,422,613,312
LX Holdings Corp. ,383800.KO,South Korea,Industrial Conglomerates,422,265,76
San Fu Chemical Co. Ltd. ,4755.TW,Taiwan,Specialty Chemicals,422,157,101
Premium Group Co. Ltd. ,7199.TSE,Japan,Consumer Finance,422,185,39
The First Bank Of Toyama Ltd. ,7184.TSE,Japan,Regional Banks,421,227,64
Cashbox Partyworld Co. Ltd. ,8359.TWO,Taiwan,Movies and Entertainment,421,121,137
TechMatrix Corporation ,3762.TSE,Japan,IT Consulting and Other Services,421,329,40
Hosokawa Micron Corporation ,6277.TSE,Japan,Industrial Machinery and Supplies and Components,421,522,15
Tigerair Taiwan Co. Ltd. ,6757.TW,Taiwan,Passenger Airlines,420,208,449
The Okinawa Electric Power Company Incorporated ,9511.TSE,Japan,Electric Utilities,420,1583,54
Sumitomo Seika Chemicals Company Limited. ,4008.TSE,Japan,Specialty Chemicals,420,970,14
Mandom Corporation ,4917.TSE,Japan,Personal Care Products,419,480,45
Shima Seiki Mfg.Ltd. ,6222.TSE,Japan,Industrial Machinery and Supplies and Components,418,279,35
Dawonsys Co.Ltd. ,068240.KQ,South Korea,Construction Machinery and Heavy Transportation Equipment,417,238,34
SILICON2 Co. Ltd. ,257720.KQ,South Korea,Distributors,416,174,60
Namura Shipbuilding Co. Ltd. ,7014.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,416,815,69
Adlink Technology Inc. ,6166.TW,Taiwan,Technology Hardware Storage and Peripherals,415,390,218
Oiles Corporation ,6282.TSE,Japan,Industrial Machinery and Supplies and Components,415,444,31
Mercuries & Associates Holding Ltd. ,2905.TW,Taiwan,Life and Health Insurance,415,3600,1074
MATSUDA SANGYO Co. Ltd. ,7456.TSE,Japan,Environmental and Facilities Services,415,2430,26
China Metal Products Co. Ltd. ,1532.TW,Taiwan,Steel,415,466,376
Vivotek Inc. ,3454.TW,Taiwan,Electronic Equipment and Instruments,414,351,87
TRE Holdings Corporation ,9247.TSE,Japan,Environmental and Facilities Services,414,622,51
STCube Inc. ,052020.KQ,South Korea,Technology Distributors,414,5,47
FIC Global Inc. ,3701.TW,Taiwan,Electronic Manufacturing Services,413,409,228
Gamecard-Joyco HoldingsInc. ,6249.TSE,Japan,Casinos and Gaming,412,199,14
Starts Proceed Investment Corporation ,8979.TSE,Japan,Multi-Family Residential REITs,412,50,0
The Pack Corporation ,3950.TSE,Japan,Paper and Plastic Packaging Products and Materials,412,652,19
PSK Inc. ,319660.KQ,South Korea,Semiconductor Materials and Equipment,412,290,29
DE&T Co. Ltd. ,079810.KQ,South Korea,Semiconductor Materials and Equipment,412,71,22
Cuckoo Holdings Co. Ltd. ,192400.KO,South Korea,Household Appliances,412,570,31
AhnLab Inc. ,053800.KQ,South Korea,Systems Software,412,179,9
Selvas AI Inc. ,108860.KQ,South Korea,Application Software,411,40,27
Senshu Electric Co.Ltd. ,9824.TSE,Japan,Trading Companies and Distributors,410,865,18
Vt Holdings Co.Ltd. ,7593.TSE,Japan,Automotive Retail,409,1882,118
Yamabiko Corporation ,6250.TSE,Japan,Agricultural and Farm Machinery,409,1084,42
Komehyo Holdings Co.Ltd. ,2780.TSE,Japan,Other Specialty Retail,409,640,11
Advancetek Enterprise Co.Ltd. ,1442.TW,Taiwan,Real Estate Development,408,75,366
Dongkuk Steel Mill Company Limited ,460860.KO,South Korea,Steel,408,-,50
Aekyung Industrial Co. Ltd. ,018250.KO,South Korea,Household Products,406,492,26
Amita Technologies Inc. ,5233.TWO,Taiwan,Electrical Components and Equipment,406,41,277
Baotek Industrial Materials Ltd. ,5340.TWO,Taiwan,Electronic Equipment and Instruments,406,37,195
JSP Corporation ,7942.TSE,Japan,Commodity Chemicals,406,918,30
RichWave Technology Corporation ,4968.TW,Taiwan,Semiconductors,405,98,90
Ringer Hut Co.Ltd. ,8200.TSE,Japan,Restaurants,405,278,26
Obara Group Incorporated ,6877.TSE,Japan,Industrial Machinery and Supplies and Components,405,392,16
CMC Magnetics Corporation ,2323.TW,Taiwan,Technology Hardware Storage and Peripherals,404,234,1089
Aida Engineering Ltd. ,6118.TSE,Japan,Industrial Machinery and Supplies and Components,404,498,60
Mirai Industry Co.Ltd. ,7931.TSE,Japan,Electrical Components and Equipment,404,290,17
NKMAX CO. Ltd. ,182400.KQ,South Korea,Biotechnology,402,8,41
TACHI-S Co. Ltd. ,7239.TSE,Japan,Automotive Parts and Equipment,402,1809,34
Hi-Lex Corporation ,7279.TSE,Japan,Automotive Parts and Equipment,402,2056,38
MTG Co. Ltd. ,7806.TSE,Japan,Personal Care Products,400,397,39
Chubu Steel Plate Co. Ltd. ,5461.TSE,Japan,Steel,400,514,28
Seikitokyu Kogyo Co. Ltd. ,1898.TSE,Japan,Construction and Engineering,400,624,36
Shinhan Alpha REIT Co. Ltd. ,293940.KO,South Korea,Office REITs,399,77,88
Hankuk Carbon Co. Ltd. ,017960.KO,South Korea,Commodity Chemicals,399,347,43
J-Oil Mills Inc. ,2613.TSE,Japan,Packaged Foods and Meats,398,1826,33
Senao Networks Inc. ,3558.TWO,Taiwan,Communications Equipment,398,598,49
Topy Industries Limited ,7231.TSE,Japan,Steel,398,2359,23
Huang Hsiang Construction Corporation ,2545.TW,Taiwan,Diversified Real Estate Activities,398,136,328
Asanuma Corporation ,1852.TSE,Japan,Construction and Engineering,398,979,16
Shinkong Textile Co. Ltd. ,1419.TW,Taiwan,Textiles,398,109,299
SPC Samlip Co. Ltd. ,005610.KO,South Korea,Packaged Foods and Meats,397,2633,8
Da-Li Development Co.Ltd. ,6177.TW,Taiwan,Real Estate Development,397,125,407
Oisix ra daichi Inc. ,3182.TSE,Japan,Food Retail,397,806,37
Nippon Signal Co. Ltd. ,6741.TSE,Japan,Electronic Equipment and Instruments,396,592,62
SK Rent A Car Co. Ltd ,068400.KO,South Korea,Passenger Ground Transportation,396,1019,45
Samyang Holdings Corporation ,000070.KO,South Korea,Packaged Foods and Meats,395,2474,8
Takasago International Corporation ,4914.TSE,Japan,Specialty Chemicals,395,1298,20
Hyundai G.F. Holdings Co. Ltd. ,005440.KO,South Korea,Trading Companies and Distributors,395,3036,156
Di Dong Il Corporation ,001530.KO,South Korea,Textiles,394,629,19
Nidec Chaun-Choung Technology Corporation ,6230.TW,Taiwan,Electronic Components,394,397,86
Daiichi Jitsugyo Co. Ltd. ,8059.TSE,Japan,Trading Companies and Distributors,394,1096,32
Unitech Printed Circuit Board Corp. ,2367.TW,Taiwan,Electronic Components,394,544,669
DaikyoNishikawa Corporation ,4246.TSE,Japan,Automotive Parts and Equipment,394,1057,71
Nichidenbo Corporation ,3090.TW,Taiwan,Technology Distributors,393,320,213
Fujita Kanko Inc. ,9722.TSE,Japan,Hotels Resorts and Cruise Lines,393,378,12
Allis Electric Co.Ltd. ,1514.TW,Taiwan,Electrical Components and Equipment,393,269,244
Nippon Fine Chemical Co. Ltd. ,4362.TSE,Japan,Specialty Chemicals,393,246,23
SintokogioLtd. ,6339.TSE,Japan,Industrial Machinery and Supplies and Components,392,736,52
Vizionfocus Inc. ,4771.TWO,Taiwan,Health Care Supplies,391,68,53
Hanwha Investment & Securities Co. Ltd. ,003530.KO,South Korea,Investment Banking and Brokerage,390,1279,218
SuperAlloy Industrial Co. Ltd. ,1563.TWO,Taiwan,Automotive Parts and Equipment,389,217,214
Katakura Industries Co.Ltd. ,3001.TSE,Japan,Industrial Conglomerates,389,261,33
Nichireki Co. Ltd. ,5011.TSE,Japan,Construction and Engineering,389,535,29
Mie Kotsu Group Holdings Inc. ,3232.TSE,Japan,Industrial Conglomerates,388,664,100
Korea Electric Terminal Co. Ltd. ,025540.KO,South Korea,Electrical Components and Equipment,388,955,10
Hokuto Corporation ,1379.TSE,Japan,Agricultural Products and Services,388,513,32
Kabuki-Za Co. Ltd. ,9661.TSE,Japan,Real Estate Operating Companies,388,20,12
PharmaEngine Inc. ,4162.TWO,Taiwan,Biotechnology,387,21,144
OPTEX GROUP Company Limited ,6914.TSE,Japan,Electronic Equipment and Instruments,387,379,36
Abalance Corporation ,3856.TSE,Japan,Heavy Electrical Equipment,387,1504,17
Visco Vision Inc. ,6782.TW,Taiwan,Health Care Supplies,386,79,63
Ishihara Sangyo KaishaLtd. ,4028.TSE,Japan,Diversified Chemicals,385,937,38
Com2uS Corporation ,078340.KQ,South Korea,Interactive Home Entertainment,385,616,12
NEOWIZ ,095660.KQ,South Korea,Interactive Home Entertainment,384,217,20
Cathay No.2 REIT (01007.TW),01007.TW,Taiwan,Office REITs,384,16,720
Formosa Oilseed Processing Co. Ltd. ,1225.TW,Taiwan,Packaged Foods and Meats,384,489,230
Kiswire Ltd. ,002240.KO,South Korea,Steel,384,1454,25
K Car Co. Ltd. ,381970.KO,South Korea,Automotive Retail,384,1561,48
Huons Co. Ltd. ,243070.KQ,South Korea,Pharmaceuticals,383,396,12
YeaShin International Development Co. Ltd. ,5213.TWO,Taiwan,Real Estate Development,382,30,475
CYBERDYNE Inc. ,7779.TSE,Japan,Health Care Equipment,382,25,211
Eris Technology Corporation ,3675.TWO,Taiwan,Semiconductors,382,62,50
Taiwan Printed Circuit Board Techvest Co.Ltd. ,8213.TW,Taiwan,Electronic Components,381,591,271
Namchow Holdings Co. Ltd. ,1702.TW,Taiwan,Packaged Foods and Meats,381,692,248
Yuanta Securities Korea Co. Ltd. ,003470.KO,South Korea,Investment Banking and Brokerage,381,1606,206
Komori Corporation ,6349.TSE,Japan,Industrial Machinery and Supplies and Components,381,679,53
Taiwan Navigation Co. Ltd. ,2617.TW,Taiwan,Marine Transportation,380,129,417
Jahwa Electronics. Co. Ltd ,033240.KO,South Korea,Electronic Components,380,244,21
Stark Technology Inc. ,2480.TW,Taiwan,Technology Distributors,380,229,106
Chia Hsin Cement Corporation ,1103.TW,Taiwan,Construction Materials,380,84,659
Bourbon Corporation ,2208.TSE,Japan,Packaged Foods and Meats,380,687,24
YC Inox Co.Ltd ,2034.TW,Taiwan,Steel,379,497,447
Solasto Corporation ,6197.TSE,Japan,Health Care Services,379,913,94
PIA Corporation ,4337.TSE,Japan,Specialized Consumer Services,379,243,16
C.I.TAKIRON Corporation ,4215.TSE,Japan,Commodity Chemicals,379,1002,97
Happinet Corporation ,7552.TSE,Japan,Distributors,378,2268,22
Kmw Inc. ,032500.KQ,South Korea,Communications Equipment,378,118,40
Castles Technology Co. Ltd. ,5258.TW,Taiwan,Electronic Equipment and Instruments,377,260,99
Hanwha General Insurance Co. Ltd. ,000370.KO,South Korea,Property and Casualty Insurance,377,4564,117
Dong-A ST Co. Ltd. ,170900.KO,South Korea,Pharmaceuticals,377,480,9
Sec CarbonLimited ,5304.TSE,Japan,Electrical Components and Equipment,377,223,4
Alps Logistics Co. Ltd. ,9055.TSE,Japan,Cargo Ground Transportation,376,831,35
Dynapack International Technology Corporation ,3211.TWO,Taiwan,Electronic Components,376,606,151
Ya-Man Ltd. ,6630.TSE,Japan,Personal Care Products,375,288,55
SillaJen Inc. ,215600.KQ,South Korea,Biotechnology,375,5,103
JDC Corporation ,1887.TSE,Japan,Construction and Engineering,375,1104,83
CLIO Cosmetics Co.Ltd ,237880.KQ,South Korea,Personal Care Products,375,225,18
G-7 Holdings Inc. ,7508.TSE,Japan,Food Retail,375,1245,44
D-Link Corporation ,2332.TW,Taiwan,Communications Equipment,374,556,600
J.S.B.Co.Ltd. ,3480.TSE,Japan,Diversified Real Estate Activities,374,440,11
Cawachi Limited ,2664.TSE,Japan,Drug Retail,374,2018,22
Career Technology (Mfg.) Co. Ltd. ,6153.TW,Taiwan,Electronic Components,374,442,554
Japan Business Systems Inc. ,5036.TSE,Japan,Internet Services and Infrastructure,374,597,45
Argosy Research Inc. ,3217.TWO,Taiwan,Electronic Equipment and Instruments,374,81,90
W-SCOPE Corporation ,6619.TSE,Japan,Commodity Chemicals,374,335,55
NAFCO Co. Ltd. ,2790.TSE,Japan,Home Improvement Retail,374,1386,29
Shin Nippon Air Technologies Co. Ltd. ,1952.TSE,Japan,Building Products,373,774,23
Skytech Inc. ,6937.TWO,Taiwan,Semiconductor Materials and Equipment,373,59,61
Ichikoh Industries Ltd. ,7244.TSE,Japan,Automotive Parts and Equipment,373,1026,96
Darfon Electronics Corp. ,8163.TW,Taiwan,Technology Hardware Storage and Peripherals,373,874,278
Yujin Robot Co. Ltd. ,056080.KQ,South Korea,Leisure Products,372,30,38
KANGWON ENERGY Co.Ltd. ,114190.KQ,South Korea,Industrial Machinery and Supplies and Components,372,62,26
Toukei Computer Co. Ltd. ,4746.TSE,Japan,Data Processing and Outsourced Services,372,125,9
Nomura Micro Science Co. Ltd. ,6254.TSE,Japan,Industrial Machinery and Supplies and Components,371,370,9
Yahagi Construction Co.Ltd. ,1870.TSE,Japan,Construction and Engineering,371,814,43
Marusan Securities Co. Ltd. ,8613.TSE,Japan,Investment Banking and Brokerage,371,108,66
Weltrend Semiconductor Inc. ,2436.TW,Taiwan,Semiconductors,371,82,177
Giken Ltd. ,6289.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,371,221,27
World Co. Ltd. ,3612.TSE,Japan,Apparel Retail,371,1502,34
GC Cell Corporation ,144510.KQ,South Korea,Biotechnology,370,141,15
Yung Chi Paint & Varnish Mfg.Co.Ltd ,1726.TW,Taiwan,Commodity Chemicals,370,309,162
Bafang Yunji International Company Limited ,2753.TW,Taiwan,Restaurants,370,226,66
Fukui Computer HoldingsInc. ,9790.TSE,Japan,Application Software,369,97,21
Fujicco Co. Ltd. ,2908.TSE,Japan,Packaged Foods and Meats,368,378,29
Machvision Inc. ,3563.TW,Taiwan,Semiconductor Materials and Equipment,368,66,58
Standard Chemical & Pharmaceutical Co. Ltd. ,1720.TW,Taiwan,Pharmaceuticals,367,197,179
NatureCell Co.Ltd. ,007390.KQ,South Korea,Biotechnology,367,18,64
TRANSACTION CO.Ltd. ,7818.TSE,Japan,Household Products,366,160,29
Integrated Design & Engineering HoldingsCo.Ltd. ,9161.TSE,Japan,Construction and Engineering,365,979,15
United Arrows Ltd. ,7606.TSE,Japan,Apparel Retail,365,917,28
Lion Travel Service Co. Ltd. ,2731.TW,Taiwan,Hotels Resorts and Cruise Lines,365,357,93
YungShin Global Holding Corporation ,3705.TW,Taiwan,Pharmaceuticals,364,217,266
Weikeng Industrial Co. Ltd. ,3033.TW,Taiwan,Technology Distributors,364,2245,427
Binggrae Co. Ltd. ,005180.KO,South Korea,Packaged Foods and Meats,364,1010,9
Metaage Corporation ,6112.TW,Taiwan,IT Consulting and Other Services,363,425,188
Transcom Inc. ,5222.TW,Taiwan,Semiconductors,362,36,75
BioNote Inc. ,377740.KO,South Korea,Biotechnology,362,100,102
Soft-World International Corporation ,5478.TWO,Taiwan,Interactive Home Entertainment,362,207,121
