symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
2404.TW,United Integrated Services Co. Ltd. ,Taiwan,Construction and Engineering,1325,2104,188,187587008,TWD,"[]"
000880.KO,Hanwha Corporation ,South Korea,Industrial Conglomerates,1316,48897,74,73826304,KRW,"[]"
9031.TSE,Nishi-Nippon Railroad Co. Ltd. ,Japan,Rail Transportation,1312,3261,79,78830200,JPY,"[]"
357780.KQ,Soulbrain Co. Ltd. ,South Korea,Specialty Chemicals,1312,758,8,0,KRW,"[]"
5423.TSE,Tokyo Steel Manufacturing Co. Ltd. ,Japan,Steel,1299,2582,111,110776000,JPY,"[]"
1969.TSE,Takasago Thermal Engineering Co. Ltd. ,Japan,Building Products,1297,2385,66,66498100,JPY,"[]"
1377.TSE,Sakata Seed Corporation ,Japan,Agricultural Products and Services,1296,553,44,44349800,JPY,"[]"
4686.TSE,JustSystems Corporation ,Japan,Application Software,1295,289,64,64223900,JPY,"[tech-100]"
6368.TSE,Organo Corporation ,Japan,Industrial Machinery and Supplies and Components,1281,928,46,45888900,JPY,"[]"
8515.TSE,Aiful Corporation ,Japan,Consumer Finance,1260,1025,484,483703008,JPY,"[consumer-50]"
8584.TSE,JACCS Co. Ltd. ,Japan,Consumer Finance,1228,1230,35,34679600,JPY,"[consumer-50]"
9934.TSE,Inaba Denki Sangyo Co.Ltd. ,Japan,Trading Companies and Distributors,1212,2237,56,55877000,JPY,"[]"
248070.KO,Solum Co. Ltd. ,South Korea,Electronic Components,1110,1509,49,48837100,KRW,"[tech-100]"
3287.TSE,Hoshino Resorts REIT Inc. ,Japan,Hotel and Resort REITs,1105,89,0,255558,JPY,"[]"
4046.TSE,Osaka Soda Co. Ltd. ,Japan,Specialty Chemicals,1104,703,25,25441000,JPY,"[]"
1314.TW,China Petrochemical Development Corporation ,Taiwan,Commodity Chemicals,1103,694,3785,3784849920,TWD,"[]"
3296.TSE,NIPPON REIT Investment Corporation ,Japan,Diversified REITs,1078,120,1,449930,JPY,"[]"
192820.KO,Cosmax Inc. ,South Korea,Personal Care Products,1078,1275,11,11345700,KRW,"[consumer-50]"
2329.TW,Orient Semiconductor Electronics Limited ,Taiwan,Semiconductors,1077,470,826,555308032,TWD,"[]"
2815.TSE,ARIAKE JAPAN Co. Ltd. ,Japan,Packaged Foods and Meats,1073,388,32,31849700,JPY,"[]"
9787.TSE,Aeon Delight Co. Ltd. ,Japan,Environmental and Facilities Services,1072,2227,49,48529800,JPY,"[]"
6135.TSE,Makino Milling Machine Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,1062,1628,24,23881500,JPY,"[]"
4023.TSE,Kureha Corporation ,Japan,Commodity Chemicals,1060,1285,19,18878500,JPY,"[]"
9069.TSE,SENKO Group Holdings Co. Ltd. ,Japan,Air Freight and Logistics,1058,4975,150,149216992,JPY,"[]"
4373.TSE,Simplex Holdings Inc. ,Japan,IT Consulting and Other Services,1050,251,58,57421400,JPY,"[]"
4961.TW,Fitipower Integrated Technology Inc. ,Taiwan,Semiconductors,1041,533,121,121015000,TWD,"[]"
4547.TSE,Kissei Pharmaceutical Co. Ltd. ,Japan,Pharmaceuticals,1040,488,46,45800900,JPY,"[]"
1717.TW,Eternal Materials Co. Ltd. ,Taiwan,Commodity Chemicals,1037,1408,1178,1178269952,TWD,"[]"
145020.KQ,Hugel Inc. ,South Korea,Biotechnology,1035,229,11,4358200,KRW,"[]"
6116.TW,HannStar Display Corporation ,Taiwan,Electronic Components,1030,439,2859,2858650112,TWD,"[tech-100]"
6213.TW,ITEQ Corporation ,Taiwan,Electronic Components,1028,799,363,362956992,TWD,"[tech-100]"
4680.TSE,Round One Corporation ,Japan,Leisure Facilities,1028,1017,269,269265984,JPY,"[consumer-50]"
137310.KO,SD Biosensor Inc ,South Korea,Health Care Supplies,1027,830,122,122322000,KRW,"[]"
3714.TW,ENNOSTAR Inc. ,Taiwan,Semiconductors,1025,742,752,751657984,TWD,"[]"
9627.TSE,Ain Holdings Inc. ,Japan,Drug Retail,1023,2617,35,35128200,JPY,"[consumer-50]"
6414.TW,Ennoconn Corporation ,Taiwan,Technology Hardware Storage and Peripherals,1014,3771,124,124135000,TWD,"[]"
1773.TW,Shiny Chemical Industrial Co. Ltd. ,Taiwan,Specialty Chemicals,1013,323,250,250000000,TWD,"[]"
3097.TSE,The Monogatari Corporation ,Japan,Restaurants,1009,638,36,35655200,JPY,"[]"
1979.TSE,Taikisha Ltd. ,Japan,Construction and Engineering,1009,1602,33,33355800,JPY,"[]"
2014.TW,Chung Hung Steel Corporation ,Taiwan,Steel,1005,1133,1436,1435539968,TWD,"[]"
7105.TSE,Mitsubishi Logisnext Co. Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,1005,4470,107,106633000,JPY,"[]"
372170.KQ,YUNSUNG F&C Co.Ltd ,South Korea,Industrial Machinery and Supplies and Components,1005,170,8,0,KRW,"[]"
8218.TSE,Komeri Co.Ltd. ,Japan,Home Improvement Retail,1004,2600,48,48404100,JPY,"[consumer-50]"
5388.TW,Sercomm Corporation ,Taiwan,Communications Equipment,999,2182,262,260139008,TWD,"[tech-100]"
6282.TW,AcBel Polytech Inc. ,Taiwan,Electrical Components and Equipment,996,726,734,733649984,TWD,"[]"
4915.TW,Primax Electronics Ltd. ,Taiwan,Electronic Manufacturing Services,995,2304,463,463075008,TWD,"[tech-100]"
108320.KO,LX Semicon Co. Ltd. ,South Korea,Semiconductors,995,1451,16,16264300,KRW,"[]"
5434.TW,Topco Scientific Co.Ltd. ,Taiwan,Semiconductor Materials and Equipment,993,1659,189,188700000,TWD,"[tech-100,semiconductors-25]"
2659.TSE,SAN-A CO.LTD. ,Japan,Food Retail,992,1560,31,30903600,JPY,"[consumer-50]"
365340.KQ,SungEel HiTech Co. Ltd. ,South Korea,Environmental and Facilities Services,991,220,12,0,KRW,"[]"
3374.TWO,Xintec Inc. ,Taiwan,Semiconductors,990,213,271,271364000,TWD,"[]"
2730.TSE,EDION Corporation ,Japan,Computer and Electronics Retail,987,4957,98,98450896,JPY,"[consumer-50]"
6005.TW,Capital Securities Corporation ,Taiwan,Investment Banking and Brokerage,984,294,2171,2170909952,TWD,"[]"
4544.TSE,H.U. Group Holdings Inc. ,Japan,Health Care Services,979,1744,57,56912500,JPY,"[]"
6750.TSE,Elecom Co. Ltd. ,Japan,Technology Hardware Storage and Peripherals,969,718,84,83482096,JPY,"[]"
278280.KQ,Chunbo Co. Ltd. ,South Korea,Specialty Chemicals,959,200,10,10000000,KRW,"[]"
9974.TSE,Belc CO. LTD. ,Japan,Food Retail,959,2288,21,20866500,JPY,"[consumer-50]"
4626.TSE,Taiyo Holdings Co. Ltd. ,Japan,Specialty Chemicals,958,660,56,55925200,JPY,"[]"
6548.TWO,Chang Wah Technology Co. Ltd. ,Taiwan,Semiconductor Materials and Equipment,956,412,927,950539008,TWD,"[tech-100,semiconductors-25]"
6371.TSE,Tsubakimoto Chain Co. ,Japan,Industrial Machinery and Supplies and Components,956,1768,37,36476200,JPY,"[]"
6754.TSE,Anritsu Corporation ,Japan,Electronic Equipment and Instruments,953,743,132,131671000,JPY,"[tech-100]"
7734.TSE,Riken Keiki Co. Ltd. ,Japan,Electronic Equipment and Instruments,951,316,23,23283400,JPY,"[tech-100]"
7173.TSE,Tokyo Kiraboshi Financial Group Inc. ,Japan,Regional Banks,951,843,30,30113100,JPY,"[]"
7906.TSE,YONEX Co. Ltd. ,Japan,Leisure Products,948,770,87,87151800,JPY,"[consumer-50]"
036930.KQ,JUSUNG ENGINEERING Co.Ltd. ,South Korea,Semiconductor Materials and Equipment,946,237,48,48249200,KRW,"[tech-100,semiconductors-25]"
7380.TSE,Juroku Financial GroupInc. ,Japan,Regional Banks,943,751,36,36120600,JPY,"[]"
3765.TSE,GungHo Online Entertainment Inc. ,Japan,Interactive Home Entertainment,943,875,60,59896300,JPY,"[consumer-50]"
9939.TW,Taiwan Hon Chuan Enterprise Co. Ltd. ,Taiwan,Metal Glass and Plastic Containers,943,828,288,287785984,TWD,"[]"
8926.TW,Taiwan Cogeneration Corporation ,Taiwan,Independent Power Producers and Energy Traders,938,172,730,730281984,TWD,"[]"
9509.TSE,Hokkaido Electric Power Company Incorporated ,Japan,Electric Utilities,935,6506,205,205634000,JPY,"[]"
2602.TSE,The Nisshin OilliO GroupLtd. ,Japan,Packaged Foods and Meats,933,3784,32,32410600,JPY,"[]"
5371.TWO,Coretronic Corporation ,Taiwan,Electronic Equipment and Instruments,933,1389,391,390980992,TWD,"[tech-100]"
3042.TW,TXC Corporation ,Taiwan,Electronic Components,931,358,310,309756992,TWD,"[tech-100]"
4123.TWO,Center Laboratories Inc. ,Taiwan,Pharmaceuticals,931,34,654,594755968,TWD,"[]"
007310.KO,Ottogi Corporation ,South Korea,Packaged Foods and Meats,927,2553,3,3439330,KRW,"[]"
4919.TSE,Milbon Co. Ltd. ,Japan,Personal Care Products,924,321,33,32525700,JPY,"[consumer-50]"
6589.TWO,EirGenix Inc. ,Taiwan,Life Sciences Tools and Services,923,37,305,304667008,TWD,"[]"
2211.TW,Evergreen Steel Corp. ,Taiwan,Steel,920,345,417,417091008,TWD,"[]"
001740.KO,SK Networks Company Limited ,South Korea,Trading Companies and Distributors,919,7327,204,199000992,KRW,"[]"
7817.TSE,Paramount Bed Holdings Co. Ltd. ,Japan,Health Care Equipment,918,696,58,58290100,JPY,"[]"
3468.TSE,Star Asia Investment Corporation ,Japan,Diversified REITs,918,100,2,2372000,JPY,"[]"
2695.TSE,Kura SushiInc. ,Japan,Restaurants,917,1431,40,39743700,JPY,"[]"
078600.KQ,Daejoo Electronic Materials Co. Ltd. ,South Korea,Electronic Components,912,122,15,13938900,KRW,"[tech-100]"
4368.TSE,Fuso Chemical Co.Ltd. ,Japan,Specialty Chemicals,911,447,35,35243500,JPY,"[]"
004800.KO,Hyosung Corporation ,South Korea,Industrial Conglomerates,910,2727,20,19909400,KRW,"[]"
140410.KQ,Mezzion Pharma Co.Ltd. ,South Korea,Pharmaceuticals,908,24,30,8546310,KRW,"[]"
6191.TW,Global Brands Manufacture Ltd. ,Taiwan,Electronic Components,906,750,471,470532000,TWD,"[tech-100]"
1950.TSE,Nippon Densetsu Kogyo Co. Ltd. ,Japan,Construction and Engineering,904,1212,62,61472200,JPY,"[]"
222800.KQ,SIMMTECH Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,901,957,32,22744700,KRW,"[tech-100,semiconductors-25]"
6890.TSE,Ferrotec Holdings Corporation ,Japan,Semiconductor Materials and Equipment,901,1519,47,46967400,JPY,"[tech-100,semiconductors-25]"
005300.KO,Lotte Chilsung Beverage Co. Ltd. ,South Korea,Soft Drinks and Non-alcoholic Beverages,896,2224,10,9278880,KRW,"[consumer-50]"
1941.TSE,Chudenko Corporation ,Japan,Construction and Engineering,895,1322,55,54793100,JPY,"[]"
009520.KQ,POSCO M-TECH Co. Ltd. ,South Korea,Steel,893,246,42,41642700,KRW,"[]"
2767.TSE,Tsuburaya Fields Holdings Inc. ,Japan,Leisure Products,892,963,65,65398600,JPY,"[consumer-50]"
3218.TWO,Universal Vision Biotechnology Co. Ltd. ,Taiwan,Health Care Services,884,125,85,84724704,TWD,"[]"
4521.TSE,Kaken Pharmaceutical Co. Ltd. ,Japan,Pharmaceuticals,884,505,38,37473000,JPY,"[]"
4722.TSE,Future Corporation ,Japan,IT Consulting and Other Services,883,388,89,88556000,JPY,"[]"
6269.TW,Flexium Interconnect Inc. ,Taiwan,Electronic Components,882,1267,323,322719008,TWD,"[tech-100]"
8975.TSE,Ichigo Office REIT Investment Corporation ,Japan,Office REITs,882,148,2,1513370,JPY,"[]"
6235.TW,Waffer Technology Corporation ,Taiwan,Industrial Machinery and Supplies and Components,881,163,193,192135008,TWD,"[]"
7381.TSE,Hokkoku Financial Holdings Inc. ,Japan,Regional Banks,881,427,24,24472000,JPY,"[]"
195940.KQ,HK inno.N Corporation ,South Korea,Pharmaceuticals,880,585,28,0,KRW,"[]"
006360.KO,GS Engineering & Construction Corporation ,South Korea,Construction and Engineering,879,10541,85,84888896,KRW,"[]"
2363.TW,Silicon Integrated Systems Corp. ,Taiwan,Semiconductors,879,5,750,749588992,TWD,"[]"
8179.TSE,ROYAL HOLDINGS Co. Ltd. ,Japan,Restaurants,879,838,49,49247200,JPY,"[]"
035760.KQ,CJ ENM CO. Ltd. ,South Korea,Movies and Entertainment,872,3523,21,21929200,KRW,"[entertainment-100]"
5727.TSE,Toho Titanium Co. Ltd. ,Japan,Diversified Metals and Mining,870,529,71,71172304,JPY,"[]"
9418.TSE,USEN-NEXT HOLDINGS Co.Ltd. ,Japan,Alternative Carriers,869,1899,39,60093500,JPY,"[]"
4095.TSE,Nihon Parkerizing Co. Ltd. ,Japan,Specialty Chemicals,869,834,115,115307000,JPY,"[]"
6643.TWO,M31 Technology Corporation ,Taiwan,Semiconductors,867,47,35,34865800,TWD,"[]"
3110.TSE,Nitto Boseki Co. Ltd. ,Japan,Building Products,865,581,36,36409600,JPY,"[]"
7419.TSE,Nojima Corporation ,Japan,Computer and Electronics Retail,865,4581,98,98658704,JPY,"[consumer-50]"
